ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	Count	geneSymbols	geneID	RichFactor	FoldEnrichment	zScore
BP	GO:0006542	glutamine biosynthetic process	1/256	11/14453	0.178524603776595	0.404505114886208	0.368705044442001	1	MtGS1a	MtrunA17_Chr6g0479141	0.0909090909090909	5.13245738636364	1.84109722764517
BP	GO:0009826	unidimensional cell growth	1/256	11/14453	0.178524603776595	0.404505114886208	0.368705044442001	1	MtGA20ox5	MtrunA17_Chr3g0130391	0.0909090909090909	5.13245738636364	1.84109722764517
BP	GO:0015706	nitrate transmembrane transport	1/256	11/14453	0.178524603776595	0.404505114886208	0.368705044442001	1	MtNRT2.1	MtrunA17_Chr4g0028551	0.0909090909090909	5.13245738636364	1.84109722764517
BP	GO:0031222	arabinan catabolic process	1/256	11/14453	0.178524603776595	0.404505114886208	0.368705044442001	1	MtrunA17Chr5g0425531	MtrunA17_Chr5g0425531	0.0909090909090909	5.13245738636364	1.84109722764517
BP	GO:1904668	positive regulation of ubiquitin protein ligase activity	1/256	11/14453	0.178524603776595	0.404505114886208	0.368705044442001	1	MtrunA17Chr7g0233651	MtrunA17_Chr7g0233651	0.0909090909090909	5.13245738636364	1.84109722764517
BP	GO:0009228	thiamine biosynthetic process	1/256	12/14453	0.193086139674198	0.416414686767246	0.379560578941036	1	MtrunA17Chr4g0041841	MtrunA17_Chr4g0041841	0.0833333333333333	4.70475260416667	1.72399844175521
BP	GO:0009751	response to salicylic acid	1/256	12/14453	0.193086139674198	0.416414686767246	0.379560578941036	1	MtrunA17Chr4g0062741	MtrunA17_Chr4g0062741	0.0833333333333333	4.70475260416667	1.72399844175521
BP	GO:0019752	carboxylic acid metabolic process	1/256	12/14453	0.193086139674198	0.416414686767246	0.379560578941036	1	MtrunA17Chr6g0479481	MtrunA17_Chr6g0479481	0.0833333333333333	4.70475260416667	1.72399844175521
BP	GO:0099402	plant organ development	1/256	12/14453	0.193086139674198	0.416414686767246	0.379560578941036	1	MtrunA17Chr4g0031341	MtrunA17_Chr4g0031341	0.0833333333333333	4.70475260416667	1.72399844175521
BP	GO:0006782	protoporphyrinogen IX biosynthetic process	1/256	13/14453	0.207390547142061	0.426216994458848	0.388495349256815	1	MtrunA17Chr5g0428201	MtrunA17_Chr5g0428201	0.0769230769230769	4.34284855769231	1.61916254676889
BP	GO:0007052	mitotic spindle organization	1/256	13/14453	0.207390547142061	0.426216994458848	0.388495349256815	1	MtrunA17Chr4g0053211	MtrunA17_Chr4g0053211	0.0769230769230769	4.34284855769231	1.61916254676889
BP	GO:0009987	cellular process	1/256	13/14453	0.207390547142061	0.426216994458848	0.388495349256815	1	MtrunA17Chr7g0268301	MtrunA17_Chr7g0268301	0.0769230769230769	4.34284855769231	1.61916254676889
BP	GO:0051259	protein complex oligomerization	1/256	13/14453	0.207390547142061	0.426216994458848	0.388495349256815	1	MtrunA17Chr6g0475981	MtrunA17_Chr6g0475981	0.0769230769230769	4.34284855769231	1.61916254676889
BP	GO:0005975	carbohydrate metabolic process	7/256	276/14453	0.218725509964657	0.426216994458848	0.388495349256815	7	MtrunA17Chr8g0352881/MtBG44/MtrunA17Chr4g0033231/MtrunA17Chr1g0157251/MtrunA17Chr4g0026321/MtrunA17Chr1g0194231/MtrunA17Chr1g0193131	MtrunA17_Chr8g0352881/MtrunA17_Chr4g0062771/MtrunA17_Chr4g0033231/MtrunA17_Chr1g0157251/MtrunA17_Chr4g0026321/MtrunA17_Chr1g0194231/MtrunA17_Chr1g0193131	0.0253623188405797	1.43188122735507	0.97277492240857
BP	GO:0005977	glycogen metabolic process	1/256	14/14453	0.221442349076384	0.426216994458848	0.388495349256815	1	MtrunA17Chr3g0129201	MtrunA17_Chr3g0129201	0.0714285714285714	4.03264508928571	1.52441325138414
BP	GO:0006662	glycerol ether metabolic process	1/256	14/14453	0.221442349076384	0.426216994458848	0.388495349256815	1	TRX	MtrunA17_Chr5g0415771	0.0714285714285714	4.03264508928571	1.52441325138414
BP	GO:0009395	phospholipid catabolic process	1/256	14/14453	0.221442349076384	0.426216994458848	0.388495349256815	1	MtPLD14	MtrunA17_Chr2g0295411	0.0714285714285714	4.03264508928571	1.52441325138414
BP	GO:0009740	gibberellic acid mediated signaling pathway	1/256	14/14453	0.221442349076384	0.426216994458848	0.388495349256815	1	MtGASA8	MtrunA17_Chr3g0134511	0.0714285714285714	4.03264508928571	1.52441325138414
BP	GO:0120009	intermembrane lipid transfer	1/256	14/14453	0.221442349076384	0.426216994458848	0.388495349256815	1	MtrunA17Chr3g0115591	MtrunA17_Chr3g0115591	0.0714285714285714	4.03264508928571	1.52441325138414
BP	GO:0006096	glycolytic process	2/256	52/14453	0.234894745335294	0.438635750552695	0.399815003444091	2	MtrunA17Chr3g0115581/MtrunA17Chr1g0179211	MtrunA17_Chr3g0115581/MtrunA17_Chr1g0179211	0.0384615384615385	2.17142427884615	1.13633199627282
BP	GO:0006520	amino acid metabolic process	1/256	15/14453	0.235245989123233	0.438635750552695	0.399815003444091	1	MtrunA17Chr1g0149721	MtrunA17_Chr1g0149721	0.0666666666666667	3.76380208333333	1.43808553711996
BP	GO:0019762	glucosinolate catabolic process	1/256	15/14453	0.235245989123233	0.438635750552695	0.399815003444091	1	MtrunA17Chr4g0033231	MtrunA17_Chr4g0033231	0.0666666666666667	3.76380208333333	1.43808553711996
BP	GO:0006401	RNA catabolic process	1/256	16/14453	0.24880583306176	0.449861051697525	0.410046827480837	1	MtrunA17Chr7g0246091	MtrunA17_Chr7g0246091	0.0625	3.528564453125	1.35888032092227
BP	GO:0045493	xylan catabolic process	1/256	16/14453	0.24880583306176	0.449861051697525	0.410046827480837	1	MtrunA17Chr5g0425531	MtrunA17_Chr5g0425531	0.0625	3.528564453125	1.35888032092227
BP	GO:0051453	regulation of intracellular pH	1/256	16/14453	0.24880583306176	0.449861051697525	0.410046827480837	1	MtAHA8	MtrunA17_Chr1g0148031	0.0625	3.528564453125	1.35888032092227
BP	GO:0006002	fructose 6-phosphate metabolic process	1/256	17/14453	0.262126170163387	0.455539654944138	0.415222855138732	1	MtrunA17Chr2g0330871	MtrunA17_Chr2g0330871	0.0588235294117647	3.32100183823529	1.28576670754141
BP	GO:0018106	peptidyl-histidine phosphorylation	1/256	17/14453	0.262126170163387	0.455539654944138	0.415222855138732	1	MtETR3	MtrunA17_Chr1g0168161	0.0588235294117647	3.32100183823529	1.28576670754141
BP	GO:0030968	endoplasmic reticulum unfolded protein response	1/256	17/14453	0.262126170163387	0.455539654944138	0.415222855138732	1	MtrunA17Chr2g0290301	MtrunA17_Chr2g0290301	0.0588235294117647	3.32100183823529	1.28576670754141
BP	GO:0061615	glycolytic process through fructose-6-phosphate	1/256	17/14453	0.262126170163387	0.455539654944138	0.415222855138732	1	MtrunA17Chr2g0330871	MtrunA17_Chr2g0330871	0.0588235294117647	3.32100183823529	1.28576670754141
BP	GO:0001676	long-chain fatty acid metabolic process	1/256	18/14453	0.27521121452735	0.464743466041468	0.423612097832565	1	MtrunA17Chr3g0102411	MtrunA17_Chr3g0102411	0.0555555555555556	3.13650173611111	1.21791443101657
BP	GO:0007131	reciprocal meiotic recombination	1/256	18/14453	0.27521121452735	0.464743466041468	0.423612097832565	1	MtrunA17Chr5g0438521	MtrunA17_Chr5g0438521	0.0555555555555556	3.13650173611111	1.21791443101657
BP	GO:0031347	regulation of defense response	1/256	18/14453	0.27521121452735	0.464743466041468	0.423612097832565	1	MtrunA17Chr4g0070241	MtrunA17_Chr4g0070241	0.0555555555555556	3.13650173611111	1.21791443101657
BP	GO:0045944	positive regulation of transcription by RNA polymerase II	3/256	105/14453	0.284941346246234	0.476677579234353	0.434490001654365	3	MtrunA17Chr4g0014031/MtHAC1/MtrunA17Chr5g0432691	MtrunA17_Chr4g0014031/MtrunA17_Chr1g0169961/MtrunA17_Chr5g0432691	0.0285714285714286	1.61305803571429	0.846615514564124
BP	GO:0009739	response to gibberellin	1/256	19/14453	0.288065106393024	0.4774412411514	0.435186076909539	1	MtrunA17Chr4g0062741	MtrunA17_Chr4g0062741	0.0526315789473684	2.97142269736842	1.15464603963671
BP	GO:0010268	brassinosteroid homeostasis	1/256	20/14453	0.300691913429423	0.484899572106907	0.441984320356193	1	MtCYP729A5	MtrunA17_Chr3g0089351	0.05	2.8228515625	1.09540234120057
BP	GO:0042542	response to hydrogen peroxide	1/256	20/14453	0.300691913429423	0.484899572106907	0.441984320356193	1	MtrunA17Chr6g0475981	MtrunA17_Chr6g0475981	0.05	2.8228515625	1.09540234120057
BP	GO:2000022	regulation of jasmonic acid mediated signaling pathway	1/256	20/14453	0.300691913429423	0.484899572106907	0.441984320356193	1	MtrunA17Chr4g0070241	MtrunA17_Chr4g0070241	0.05	2.8228515625	1.09540234120057
BP	GO:0042273	ribosomal large subunit biogenesis	1/256	21/14453	0.313095632002281	0.495965647154056	0.452071010343303	1	MtrunA17Chr5g0424941	MtrunA17_Chr5g0424941	0.0476190476190476	2.68843005952381	1.03971696552023
BP	GO:0071577	zinc ion transmembrane transport	1/256	21/14453	0.313095632002281	0.495965647154056	0.452071010343303	1	MtZIP2	MtrunA17_Chr2g0328511	0.0476190476190476	2.68843005952381	1.03971696552023
BP	GO:0006334	nucleosome assembly	2/256	65/14453	0.320307094162728	0.501940980405324	0.457517506397091	2	MtrunA17Chr6g0487691/MtrunA17Chr6g0487861	MtrunA17_Chr6g0487691/MtrunA17_Chr6g0487861	0.0307692307692308	1.73713942307692	0.7998190982219
BP	GO:0016132	brassinosteroid biosynthetic process	1/256	22/14453	0.325280188419093	0.501940980405324	0.457517506397091	1	MtCYP729A5	MtrunA17_Chr3g0089351	0.0454545454545455	2.56622869318182	0.987197327411138
BP	GO:0046940	nucleoside monophosphate phosphorylation	1/256	22/14453	0.325280188419093	0.501940980405324	0.457517506397091	1	MtrunA17Chr4g0057771	MtrunA17_Chr4g0057771	0.0454545454545455	2.56622869318182	0.987197327411138
MF	GO:0003824	catalytic activity	4/519	40/17556	0.0298055635915111	0.509178378021648	0.496759393191852	4	MtrunA17Chr4g0035331/MtrunA17Chr8g0357531/MtrunA17Chr7g0272001/MtrunA17Chr3g0083241	MtrunA17_Chr4g0035331/MtrunA17_Chr8g0357531/MtrunA17_Chr7g0272001/MtrunA17_Chr3g0083241	0.1	3.38265895953757	2.63306721648262
BP	GO:0006457	protein folding	3/256	115/14453	0.333425319551159	0.510112241022713	0.464965582819879	3	MtrunA17Chr8g0347891/MtrunA17Chr6g0475981/MtrunA17Chr1g0193711	MtrunA17_Chr8g0347891/MtrunA17_Chr6g0475981/MtrunA17_Chr1g0193711	0.0260869565217391	1.47279211956522	0.683534641149725
BP	GO:0098656	monoatomic anion transmembrane transport	1/256	23/14453	0.337249440152494	0.511590252434715	0.466312785224233	1	MtrunA17Chr3g0080421	MtrunA17_Chr3g0080421	0.0434782608695652	2.4546535326087	0.937510167345247
BP	GO:0000413	protein peptidyl-prolyl isomerization	2/256	69/14453	0.346257286532742	0.52060237242154	0.474527302119016	2	MtrunA17Chr1g0179231/MtrunA17Chr1g0193711	MtrunA17_Chr1g0179231/MtrunA17_Chr1g0193711	0.0289855072463768	1.6364356884058	0.711581913606751
BP	GO:0046856	phosphatidylinositol dephosphorylation	1/256	24/14453	0.349007177042373	0.52060237242154	0.474527302119016	1	MtrunA17Chr4g0054951	MtrunA17_Chr4g0054951	0.0416666666666667	2.35237630208333	0.890370421336864
BP	GO:0006006	glucose metabolic process	1/256	25/14453	0.360557122477064	0.524713210759304	0.47827431736367	1	MtrunA17Chr3g0129201	MtrunA17_Chr3g0129201	0.04	2.25828125	0.845532549041366
BP	GO:0006744	ubiquinone biosynthetic process	1/256	25/14453	0.360557122477064	0.524713210759304	0.47827431736367	1	MtrunA17Chr5g0409771	MtrunA17_Chr5g0409771	0.04	2.25828125	0.845532549041366
BP	GO:0030488	tRNA methylation	1/256	25/14453	0.360557122477064	0.524713210759304	0.47827431736367	1	MtBG44	MtrunA17_Chr4g0062771	0.04	2.25828125	0.845532549041366
BP	GO:0007018	microtubule-based movement	2/256	72/14453	0.365507215889108	0.527627351968954	0.48093054722251	2	MtrunA17Chr8g0372171/MtrunA17Chr4g0053211	MtrunA17_Chr8g0372171/MtrunA17_Chr4g0053211	0.0277777777777778	1.56825086805556	0.649078884077448
MF	GO:0017172	cysteine dioxygenase activity	2/519	10/17556	0.0335421689735065	0.528934203043756	0.516033368823177	2	MtrunA17Chr4g0041281/MtrunA17Chr6g0460971	MtrunA17_Chr4g0041281/MtrunA17_Chr6g0460971	0.2	6.76531791907515	3.182890752016
BP	GO:0016310	phosphorylation	9/256	442/14453	0.382948865931192	0.537751310756985	0.490158501425067	9	MtrunA17Chr1g0171851/MtrunA17Chr5g0440201/MtBG44/MtrunA17Chr7g0256301/MtrunA17Chr6g0474221/MtP5CS2/MtrunA17Chr2g0296871/MtrunA17Chr4g0057771/MtrunA17Chr1g0196081	MtrunA17_Chr1g0171851/MtrunA17_Chr5g0440201/MtrunA17_Chr4g0062771/MtrunA17_Chr7g0256301/MtrunA17_Chr6g0474221/MtrunA17_Chr7g0239721/MtrunA17_Chr2g0296871/MtrunA17_Chr4g0057771/MtrunA17_Chr1g0196081	0.0203619909502262	1.14957755938914	0.428872973322409
BP	GO:0005985	sucrose metabolic process	1/256	27/14453	0.383048207220113	0.537751310756985	0.490158501425067	1	MtSUT1.4	MtrunA17_Chr6g0462451	0.037037037037037	2.09100115740741	0.761938287377204
BP	GO:0030422	siRNA processing	1/256	27/14453	0.383048207220113	0.537751310756985	0.490158501425067	1	MtrunA17Chr1g0192551	MtrunA17_Chr1g0192551	0.037037037037037	2.09100115740741	0.761938287377204
BP	GO:0008643	carbohydrate transport	2/256	75/14453	0.384537250150246	0.537751310756985	0.490158501425067	2	MtPMT3_1|MtPLT3.3/MtrunA17Chr8g0376611	MtrunA17_Chr5g0403831/MtrunA17_Chr8g0376611	0.0266666666666667	1.50552083333333	0.58939455347751
BP	GO:0003333	amino acid transmembrane transport	1/256	28/14453	0.393996471392555	0.53836159068143	0.490714769512624	1	MtrunA17Chr5g0437961	MtrunA17_Chr5g0437961	0.0357142857142857	2.01632254464286	0.722833600268921
BP	GO:0035335	peptidyl-tyrosine dephosphorylation	1/256	28/14453	0.393996471392555	0.53836159068143	0.490714769512624	1	MtrunA17Chr1g0171851	MtrunA17_Chr1g0171851	0.0357142857142857	2.01632254464286	0.722833600268921
BP	GO:0046686	response to cadmium ion	1/256	28/14453	0.393996471392555	0.53836159068143	0.490714769512624	1	MtrunA17Chr1g0157851	MtrunA17_Chr1g0157851	0.0357142857142857	2.01632254464286	0.722833600268921
MF	GO:0004029	aldehyde dehydrogenase (NAD+) activity	2/519	11/17556	0.0402071196464022	0.549497301834163	0.536094928618696	2	MtrunA17Chr8g0365101/MtrunA17Chr4g0060261	MtrunA17_Chr8g0365101/MtrunA17_Chr4g0060261	0.181818181818182	6.15028901734104	2.98221390841777
MF	GO:0005249	voltage-gated potassium channel activity	2/519	11/17556	0.0402071196464022	0.549497301834163	0.536094928618696	2	MtCNGCIa/MtSKOR/GORK	MtrunA17_Chr8g0347121/MtrunA17_Chr5g0434371	0.181818181818182	6.15028901734104	2.98221390841777
BP	GO:0034605	cellular response to heat	1/256	31/14453	0.425693599660781	0.57726632075212	0.526176299421221	1	MtrunA17Chr3g0100521	MtrunA17_Chr3g0100521	0.032258064516129	1.82119455645161	0.614610295680689
CC	GO:0000785	chromatin	3/181	51/11396	0.047089938159836	0.579229503812743	0.567176992717497	3	MtrunA17Chr6g0487691/MtrunA17Chr6g0487861/MtJMJ12	MtrunA17_Chr6g0487691/MtrunA17_Chr6g0487861/MtrunA17_Chr1g0211711	0.0588235294117647	3.70360740981476	2.45823432879116
CC	GO:0009570	chloroplast stroma	6/181	170/11396	0.0538818143081622	0.579229503812743	0.567176992717497	6	MtrunA17Chr1g0178591/MtrunA17Chr7g0257091/MtrunA17Chr4g0044831/MtrunA17Chr1g0193711/MtrunA17Chr1g0157851/MtrunA17Chr4g0041841	MtrunA17_Chr1g0178591/MtrunA17_Chr7g0257091/MtrunA17_Chr4g0044831/MtrunA17_Chr1g0193711/MtrunA17_Chr1g0157851/MtrunA17_Chr4g0041841	0.0352941176470588	2.22216444588885	2.03956899091234
BP	GO:0007049	cell cycle	1/256	32/14453	0.435887916571532	0.582268187061972	0.530735483649548	1	MtrunA17Chr1g0183881	MtrunA17_Chr1g0183881	0.03125	1.7642822265625	0.581188120633219
BP	GO:0009908	flower development	1/256	32/14453	0.435887916571532	0.582268187061972	0.530735483649548	1	MtGA20ox5	MtrunA17_Chr3g0130391	0.03125	1.7642822265625	0.581188120633219
BP	GO:0050832	defense response to fungus	2/256	84/14453	0.4400311271554	0.583448679709753	0.531811498706332	2	MtPDF4/MtPDF8	MtrunA17_Chr7g0260561/MtrunA17_Chr8g0339511	0.0238095238095238	1.3442150297619	0.424856109601319
BP	GO:0018105	peptidyl-serine phosphorylation	2/256	86/14453	0.451994562636315	0.594904608175738	0.542253538766476	2	MtrunA17Chr1g0190131/MtrunA17Chr1g0146151	MtrunA17_Chr1g0190131/MtrunA17_Chr1g0146151	0.0232558139534884	1.31295421511628	0.390870282809
BP	GO:1990961	xenobiotic detoxification by transmembrane export across the plasma membrane	1/256	34/14453	0.455738941153351	0.595049627780968	0.542385723646281	1	MtMATE54	MtrunA17_Chr3g0140931	0.0294117647058824	1.66050091911765	0.517762964068583
BP	GO:0000226	microtubule cytoskeleton organization	1/256	35/14453	0.465401943515841	0.595049627780968	0.542385723646281	1	MtrunA17Chr4g0008361	MtrunA17_Chr4g0008361	0.0285714285714286	1.61305803571429	0.487605694495631
BP	GO:0006260	DNA replication	1/256	35/14453	0.465401943515841	0.595049627780968	0.542385723646281	1	MtrunA17Chr4g0021691	MtrunA17_Chr4g0021691	0.0285714285714286	1.61305803571429	0.487605694495631
BP	GO:0015979	photosynthesis	1/256	35/14453	0.465401943515841	0.595049627780968	0.542385723646281	1	MtrunA17Chr2g0315891	MtrunA17_Chr2g0315891	0.0285714285714286	1.61305803571429	0.487605694495631
BP	GO:0009611	response to wounding	1/256	37/14453	0.484218253090428	0.614716789384303	0.560312274945998	1	MtrunA17Chr4g0070241	MtrunA17_Chr4g0070241	0.027027027027027	1.52586570945946	0.430069848071405
CC	GO:0030430	host cell cytoplasm	1/181	5/11396	0.0769440318949276	0.621816178232952	0.608877530705461	1	MtrunA17Chr6g0475051	MtrunA17_Chr6g0475051	0.2	12.5922651933702	3.29358743599637
CC	GO:0000178	exosome (RNase complex)	1/181	7/11396	0.106046476596628	0.621816178232952	0.608877530705461	1	MtrunA17Chr1g0189971	MtrunA17_Chr1g0189971	0.142857142857143	8.99447513812155	2.68777551323477
CC	GO:0005773	vacuole	4/181	120/11396	0.123792014353432	0.621816178232952	0.608877530705461	4	MtrunA17Chr1g0171851/MtrunA17Chr4g0047861/MtrunA17Chr2g0300851/MtSUT1.4	MtrunA17_Chr1g0171851/MtrunA17_Chr4g0047861/MtrunA17_Chr2g0300851/MtrunA17_Chr6g0462451	0.0333333333333333	2.09871086556169	1.53706885277885
CC	GO:0000123	histone acetyltransferase complex	1/181	9/11396	0.134236278886481	0.621816178232952	0.608877530705461	1	MtHAC1	MtrunA17_Chr1g0169961	0.111111111111111	6.99570288520565	2.28588043785446
CC	GO:0055028	cortical microtubule	1/181	9/11396	0.134236278886481	0.621816178232952	0.608877530705461	1	MtrunA17Chr5g0436961	MtrunA17_Chr5g0436961	0.111111111111111	6.99570288520565	2.28588043785446
CC	GO:0031965	nuclear membrane	1/181	10/11396	0.147997869605858	0.621816178232952	0.608877530705461	1	MtDMI1	MtrunA17_Chr2g0277131	0.1	6.29613259668508	2.12848244827149
CC	GO:0009705	plant-type vacuole membrane	2/181	46/11396	0.165534146181998	0.621816178232952	0.608877530705461	2	MtrunA17Chr3g0080421/MtNRT2.1	MtrunA17_Chr3g0080421/MtrunA17_Chr4g0028551	0.0434782608695652	2.73744895508047	1.49999514200521
CC	GO:0048046	apoplast	4/181	138/11396	0.176771169574088	0.621816178232952	0.608877530705461	4	MtrunA17Chr4g0044831/MtrunA17Chr7g0246461/MtrunA17Chr3g0103061/MtrunA17Chr2g0315891	MtrunA17_Chr4g0044831/MtrunA17_Chr7g0246461/MtrunA17_Chr3g0103061/MtrunA17_Chr2g0315891	0.0289855072463768	1.82496597005365	1.23863049609766
CC	GO:0009501	amyloplast	1/181	13/11396	0.187990937605311	0.621816178232952	0.608877530705461	1	MtrunA17Chr1g0157851	MtrunA17_Chr1g0157851	0.0769230769230769	4.84317892052699	1.76128941518386
BP	GO:0000278	mitotic cell cycle	1/256	38/14453	0.493377529395149	0.621933646209378	0.566890415539274	1	MtrunA17Chr4g0008361	MtrunA17_Chr4g0008361	0.0263157894736842	1.48571134868421	0.402576475910559
BP	GO:0046854	phosphatidylinositol phosphate biosynthetic process	1/256	40/14453	0.511212856980244	0.63990979999625	0.583275618932189	1	MtrunA17Chr7g0256301	MtrunA17_Chr7g0256301	0.025	1.41142578125	0.349888745140576
MF	GO:0020037	heme binding	16/519	345/17556	0.0514895702438147	0.640535498463011	0.624912681427328	16	MtCYP86A93/MtCYP71D428/MtLb2|MtLb6|MtLb1/MtCYP707A107/MtCYP729A5/MtLb4|MtLb1|MtLb2/MtLb1|MtLb7/MtPrx03/MtrunA17Chr4g0044831/MtLb6|MtLb8/MtLb5/MtLb7|MtLb10/MtCYP71D429/MtLb10|MtLb2/MtCYP83G2/MtCYP93A77	MtrunA17_Chr8g0387001/MtrunA17_Chr3g0101821/MtrunA17_Chr5g0427351/MtrunA17_Chr4g0044851/MtrunA17_Chr3g0089351/MtrunA17_Chr1g0148751/MtrunA17_Chr5g0435611/MtrunA17_Chr3g0107881/MtrunA17_Chr4g0044831/MtrunA17_Chr5g0435621/MtrunA17_Chr5g0417631/MtrunA17_Chr5g0435981/MtrunA17_Chr3g0101831/MtrunA17_Chr1g0170851/MtrunA17_Chr5g0431511/MtrunA17_Chr8g0362701	0.0463768115942029	1.56876937253916	1.86221676235235
MF	GO:0004089	carbonate dehydratase activity	2/519	14/17556	0.0627768457974117	0.640535498463011	0.624912681427328	2	MtrunA17Chr1g0178591/MtrunA17Chr7g0257091	MtrunA17_Chr1g0178591/MtrunA17_Chr7g0257091	0.142857142857143	4.83236994219653	2.50368348088709
MF	GO:0008271	secondary active sulfate transmembrane transporter activity	2/519	15/17556	0.071055534284594	0.640535498463011	0.624912681427328	2	MtSULTR2.2/MtSULTR3.5	MtrunA17_Chr5g0425241/MtrunA17_Chr6g0485191	0.133333333333333	4.5102119460501	2.37377378447963
MF	GO:0071916	dipeptide transmembrane transporter activity	2/519	15/17556	0.071055534284594	0.640535498463011	0.624912681427328	2	MtNPF5.11/MtNPF5.12	MtrunA17_Chr7g0261881/MtrunA17_Chr1g0166791	0.133333333333333	4.5102119460501	2.37377378447963
MF	GO:0080043	quercetin 3-O-glucosyltransferase activity	3/519	33/17556	0.0728966683035398	0.640535498463011	0.624912681427328	3	MtrunA17Chr6g0453961/MtrunA17Chr7g0249971/MtrunA17Chr6g0453951	MtrunA17_Chr6g0453961/MtrunA17_Chr7g0249971/MtrunA17_Chr6g0453951	0.0909090909090909	3.07514450867052	2.0825173054847
MF	GO:0080044	quercetin 7-O-glucosyltransferase activity	3/519	33/17556	0.0728966683035398	0.640535498463011	0.624912681427328	3	MtrunA17Chr6g0453961/MtrunA17Chr7g0249971/MtrunA17Chr6g0453951	MtrunA17_Chr6g0453961/MtrunA17_Chr7g0249971/MtrunA17_Chr6g0453951	0.0909090909090909	3.07514450867052	2.0825173054847
MF	GO:0004805	trehalose-phosphatase activity	2/519	16/17556	0.0796641243311252	0.640535498463011	0.624912681427328	2	MtrunA17Chr4g0056481/MtrunA17Chr8g0382441	MtrunA17_Chr4g0056481/MtrunA17_Chr8g0382441	0.125	4.22832369942197	2.25480923692986
MF	GO:0042937	tripeptide transmembrane transporter activity	2/519	16/17556	0.0796641243311252	0.640535498463011	0.624912681427328	2	MtNPF5.11/MtNPF5.12	MtrunA17_Chr7g0261881/MtrunA17_Chr1g0166791	0.125	4.22832369942197	2.25480923692986
MF	GO:0022857	transmembrane transporter activity	10/519	204/17556	0.0817367957113253	0.640535498463011	0.624912681427328	10	MtrunA17Chr1g0186601/MtNPF7.9/MtrunA17Chr4g0051001/MtrunA17Chr7g0255561/MtrunA17Chr4g0050891/MtrunA17Chr3g0129591/MtrunA17Chr4g0051011/MtNPF7.4/MtNPF7.8/MtrunA17Chr1g0160171	MtrunA17_Chr1g0186601/MtrunA17_Chr5g0400371/MtrunA17_Chr4g0051001/MtrunA17_Chr7g0255561/MtrunA17_Chr4g0050891/MtrunA17_Chr3g0129591/MtrunA17_Chr4g0051011/MtrunA17_Chr7g0214461/MtrunA17_Chr4g0054891/MtrunA17_Chr1g0160171	0.0490196078431373	1.65816615663606	1.65030188276687
MF	GO:0000175	3'-5'-RNA exonuclease activity	2/519	19/17556	0.107209122035912	0.640535498463011	0.624912681427328	2	MtNCR034/MtNCR369	MtrunA17_Chr7g0233961/MtrunA17_Chr7g0233981	0.105263157894737	3.5606936416185	1.949145711482
MF	GO:0102802	thebaine 6-O-demethylase activity	2/519	19/17556	0.107209122035912	0.640535498463011	0.624912681427328	2	MtrunA17Chr5g0420901/MtrunA17Chr8g0375671	MtrunA17_Chr5g0420901/MtrunA17_Chr8g0375671	0.105263157894737	3.5606936416185	1.949145711482
MF	GO:0005544	calcium-dependent phospholipid binding	2/519	20/17556	0.116883340633299	0.640535498463011	0.624912681427328	2	MtrunA17Chr3g0084011/MtrunA17Chr5g0425971	MtrunA17_Chr3g0084011/MtrunA17_Chr5g0425971	0.1	3.38265895953757	1.86079764551428
MF	GO:0008083	growth factor activity	1/519	5/17556	0.139342774833697	0.640535498463011	0.624912681427328	1	MtGLV1|MtRGF6	MtrunA17_Chr6g0467111	0.2	6.76531791907515	2.25032302545141
MF	GO:0008964	phosphoenolpyruvate carboxylase activity	1/519	5/17556	0.139342774833697	0.640535498463011	0.624912681427328	1	MtrunA17Chr2g0315891	MtrunA17_Chr2g0315891	0.2	6.76531791907515	2.25032302545141
MF	GO:0009001	serine O-acetyltransferase activity	1/519	5/17556	0.139342774833697	0.640535498463011	0.624912681427328	1	MtrunA17Chr3g0101841	MtrunA17_Chr3g0101841	0.2	6.76531791907515	2.25032302545141
MF	GO:0016772	transferase activity, transferring phosphorus-containing groups	1/519	5/17556	0.139342774833697	0.640535498463011	0.624912681427328	1	MtrunA17Chr2g0314641	MtrunA17_Chr2g0314641	0.2	6.76531791907515	2.25032302545141
MF	GO:0016844	strictosidine synthase activity	1/519	5/17556	0.139342774833697	0.640535498463011	0.624912681427328	1	MtrunA17Chr2g0300851	MtrunA17_Chr2g0300851	0.2	6.76531791907515	2.25032302545141
MF	GO:0017022	myosin binding	1/519	5/17556	0.139342774833697	0.640535498463011	0.624912681427328	1	MtrunA17Chr1g0184441	MtrunA17_Chr1g0184441	0.2	6.76531791907515	2.25032302545141
MF	GO:0019904	protein domain specific binding	1/519	5/17556	0.139342774833697	0.640535498463011	0.624912681427328	1	MtCAML6	MtrunA17_Chr3g0100461	0.2	6.76531791907515	2.25032302545141
MF	GO:0047082	3,9-dihydroxypterocarpan 6a-monooxygenase activity	1/519	5/17556	0.139342774833697	0.640535498463011	0.624912681427328	1	MtCYP93A77	MtrunA17_Chr8g0362701	0.2	6.76531791907515	2.25032302545141
MF	GO:0047594	6-beta-hydroxyhyoscyamine epoxidase activity	1/519	5/17556	0.139342774833697	0.640535498463011	0.624912681427328	1	MtrunA17Chr1g0184111	MtrunA17_Chr1g0184111	0.2	6.76531791907515	2.25032302545141
